,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
1151,3746210,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-cierlicka-6-pokojowe-s3z2h2,6 dni temu,19.0,Warszawa Ursus,ul. Cierlicka,Mieszkanie,6,144,True,1 822 000,12 653zł / m²,"Czy poszukujesz mieszkania, w którym na jednym poziomie, bez schodów i skosów znajdziesz aż 6 pokoi ? Czy ważna jest dla Ciebie kameralna zabudowa, własny ogród oraz brak miesięcznych opłat czynszowych? Czy marzy Ci się miejsce, które możesz zaaranżować dla dużej rodziny lub połączyć funkcję mieszkalną z pracą, biurem czy działalnością? Jeśli na któreś z pytań odpowiedziałaś/eś twierdząco - to mieszkanie przy ul. Cierlickiej jest właśnie dla Ciebie! W SKRÓCIE: Kameralny budynek wolnostojący, tylko kilka mieszkań, 6 pokoi - idealne dla dużej rodziny lub osób potrzebujących przestrzeni lub chcących połączyć mieszkanie z miejscem pracy Własny ogród, w którym można odpocząć, bawić się z dziećmi lub zaaranżować zieloną strefę relaksu Mieszkanie bezczynszowe - płacisz tylko za media Niezależne wejście, poczucie prywatności. Do generalnego remontu - możliwość urządzenia wszystkiego po swojemu CO WYRÓŻNIA TO MIESZKANIE? Przestronny i funkcjonalny układ pozwala na wiele aranżacji: część dzienna z salonem i kuchnią, a dodatkowo pięć sypialni/gabinetów, które można dostosować do własnych potrzeb. Mieszkanie daje ogromny potencjał adaptacyjny - sprawdzi się jako rodzinne lokum, ale także jako przestrzeń z miejscem na biuro czy gabinet. Ogromnym atutem jest ogród, do którego masz bezpośredni dostęp - to komfort rzadko spotykany w mieszkaniach w Warszawie . LOKALIZACJA: Ursus , ul. Cierlicka - zielona i spokojna część dzielnicy, z kameralną zabudową i pełną infrastrukturą w zasięgu ręki. W pobliżu sklepy, szkoły, przedszkola, punkty usługowe. Szybki dojazd do centrum Warszawy zarówno samochodem, jak i komunikacją miejską. STAN MIESZKANIA: Lokal wymaga generalnego remontu, co daje możliwość stworzenia wnętrza w pełni odpowiadającego Twoim potrzebom. FORMA PRAWNA: Pełna własność, bez obciążeń - możesz kupić również na kredyt. DLA KOGO? Idealne dla rodziny poszukującej dużej przestrzeni i prywatności, dla osób ceniących niezależność, a także dla tych, którzy chcą urządzić dom według własnych pomysłów. ZAPROSZENIE: Jeśli szukasz mieszkania z potencjałem, z ogrodem i bezczynszowego komfortu w kameralnym budynku - zadzwoń i umów się na prezentację!",mieszkania sprzedaż
1152,3746204,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-al-jerzego-waszyngtona-2-pokojowe-r3m8o6,6 dni temu,6.0,Warszawa Praga-Południe,al. Jerzego Waszyngtona,Mieszkanie,2,36,True,629 999,17 346zł / m²,"Na sprzedaż przytulne i umeblowane mieszkanie dwupokojowe o łącznej powierzchni 36,32 m2. Dla kogo: Mieszkanie jest idealne dla singla/pary/pod wynajem długoterminowy Mieszkanie: Na sprzedaż umeblowane przytulne mieszkanie dwupokojowe o łącznej powierzchni 36,32 m2. Mieszkanie jednostronne. Duży salon z kuchnią z dostępem do balkonu, ekspozycja zachodnia. Sypialnia z dużą, pojemną szafą. Mieszkanie środkowe, ciepłe, jasne. W przedpokoju i pokojach na podłodze parkiet drewniany, w łazience terakota. W łazience wanna z prysznicem, w kuchni kuchenka gazowa. Wysokość 2,55 m. Budynek: Budynek z 1956 roku. Obecnie trwają prace remontowe z wymianą instalacji na klatkach schodowych. Stan Prawny i Opłaty: Pełna Własność z KW bez obciążeń, uregulowane grunty pod budynkiem Czynsz administracyjny 680 zł Otoczenie - wszystko w zasięgu ręki Punkty usługowe, Przedszkole, szkoła podstawowa, liceum, SWPS, Rondo Wiatraczna, Rondo Waszyngtona, Francuska, Park Skaryszewski, basen, jezioro. Komunikacja: Świetny dojazd do Centrum w 10-15 minut. Przystanek autobusowy pod budynkiem, przystanek tramwajowy , skm Grochów . W pobliżu dostępne trasy rowerowe, stacje Veturillo, hulajnogi elektryczne. Zapraszam na prezentację tej wyjątkowej nieruchomości! TEKTON PROPERTY TO NAJLEPSZE BIURO NIERUCHOMOŚCI W POLSCE WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM 2020. Znajdź nas w swoim mieście: Gdańsk, ul. Chmielna 10 - Warszawa , Plac Dąbrowskiego 1/311 - Wrocław, ul. Kasztanowa 3A/118 - Kraków, ul. Józefitów 7/4 - Poznań, ul. Wojskowa 6/D6 - Łódź, ul. Zachodnia 70 pok. 223. Podejmując współpracę z przedstawicielami Tekton Property zyskujesz: - oszczędność czasu - weryfikację dokumentów od strony formalno-prawnej - wsparcie agenta na każdym etapie transakcji - pomoc przy uzyskaniu kredytu hipotecznego w kilkunastu bankach - wgląd do umów przed zawarciem aktu notarialnego u sprawdzonych Notariuszy - własne analizy makroekonomiczne i raporty z prowadzonych działań - dostęp do cen transakcyjnych z okolicy Skontaktuj się z opiekunem oferty, a on poprowadzi Cię przez wszystkie etapy transakcji. Zapraszamy do współpracy! Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.",mieszkania sprzedaż
1153,3567506,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-batalionow-chlopskich-3-pokojowe-b3p2p0,ponad miesiąc temu,7.0,Warszawa Bemowo,ul. Batalionów Chłopskich,Mieszkanie,3,87,True,1 522 500,17 500zł / m²,"Zapraszam do oglądania komfortowego i przestronnego mieszkania na warszawskim Bemowie ! --- MIESZKANIE Do sprzedania klimatyczne trzypokojowe mieszkanie z balkonem, o powierzchni 87 m². Istnieje możliwość zamiany na mniejsze ( dwupokojowe ), najchętniej w tej samej okolicy. Posiada bardzo funkcjonalny układ, który pozwala na pełne i optymalne wykorzystanie jego powierzchni. Składa się z przestronnej powierzchni dziennej - salonu z dużym oknem balkonowym i otwartą kuchnią, dużej sypialni, pokoju (który może pełnić funkcję drugiej sypialni albo gabinetu), dużej łazienki z wanną, drugiej mniejszej łazienki z prysznicem oraz przedpokoju. Z przedpokoju dodatkowo wejście do pomieszczenia mogącego służyć za garderobę (obecnie składzik). Balkon usytuowany po stronie południowej, co daje dużo światła w salonie przez cały dzień. Mieszkanie jest dwustronne, dobrze doświetlone dzięki licznym oknom. Mieszkanie jest gotowe do wprowadzenia. Miejsce postojowe w garażu podziemnym płatne dodatkowo 50 000 zł. Wielkość, układ mieszkania i jego lokalizacja powodują, że jest ono idealne dla pary albo rodziny (2+1), która w komfortowych warunkach chce celebrować wspólne chwile. --- STAN PRAWNY Odrębna własność z księgą wieczystą. Przy zakupie mieszkania można posiłkować się kredytem. --- LOKALIZACJA Mieszkanie znajduje się na warszawskim Bemowie przy ulicy Batalionów Chłopskich. W okolicy pełna infrastruktura: - sklepy i punkty usługowe, - szkoła z oddziałami integracyjnymi, - przedszkola, - park Górczewska. W pobliżu znajdują się przystanek komunikacji miejskiej, w niedalekiej przyszłości również stacja 2. linii metra. W bliskiej odległości przychodnia, siłownia i pasaż handlowy. --- Sprzedaż bezpośrednia. Zapraszam do oglądania, Urszula",mieszkania sprzedaż
1154,3567232,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-fort-wola-3-pokojowe-n7s2y8,ponad miesiąc temu,11.0,Warszawa Wola,ul. Fort Wola,Mieszkanie,3,43,True,1 049 000,24 429zł / m²,"Cześć, Mieszkanie jest wykończone nowymi eleganckimi meblami z wysokiej półki, piękne jasne położone na 5 piętrze w 7 piętrowym budynku. 2 duże szafy oraz łózko 180x220 cm z podniesionym pojemnikiem, co daje dodatkową przestrzeń do wykorzystania. Parking podziemny na auto. W okolicy piękne parki, cisza a do centrum parę minut, gdzie można się udać z pętli ( końcowa linia kliku tramwajów i autobusów). W bloku na parterze żabka stokrotka, pare kroków do apteki, fryzjera etc. Zdecydowanie polecam to mieszkanie , gdyż robiłem je dla siebie a nie na sprzedaż więc jest wszystko bardzo porządnie wykonane. Pośrednikom dziękuję za uwagę proszę tylko o kontakt osoby zdecydowane kupnem. Mieszkanie znajduje się na ulicy Fort Wola 12",mieszkania sprzedaż
1155,3566920,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-sardynska-2-pokojowe-l2x2b6,ponad miesiąc temu,17.0,Warszawa Mokotów,ul. Sardyńska,Mieszkanie,2,42,True,660 000,15 603zł / m²,"Na sprzedaż oferujemy 2-pokojowe mieszkanie o powierzchni 42,3 m², położone na 9. piętrze budynku przy ul. Sardyńskiej w Warszawie . Nieruchomość znajduje się w spokojnej, zielonej okolicy, z bardzo dobrą komunikacją i dostępem do pełnej infrastruktury miejskiej. Mieszkanie przeszło generalny remont i znajduje się w stanie do własnej aranżacji - co pozwala na urządzenie wnętrza zgodnie z własnym gustem. Dodatkowym atutem jest przynależny, zamykany korytarz wspólny dla dwóch mieszkań, zapewniający większe poczucie prywatności oraz dodatkową przestrzeń do przechowywania np. wózka, roweru czy szafki gospodarczej. Mieszkanie posiada również loggię (około 7 m²) - idealne miejsce na chwilę relaksu lub poranną kawę z widokiem ponad dachami. Powierzchnia mieszkania: 42,3 m² Piętro: 9 Liczba pokoi: 2 (salon + sypialnia) Kuchnia: osobna, z oknem Łazienka: 3,5 m² WC: oddzielne - 1 m² Przedpokój: 6,5 m² Loggia: tak Piwnica: tak - w cenie Dodatkowo: do mieszkania przynależy oddzielny, zamykany korytarz, dzielony z jednym sąsiadem Atuty lokalizacji: - cicha, zielona okolica z licznymi drzewami i terenami rekreacyjnymi - bliskość sklepów, punktów usługowych, szkół i przedszkoli - dogodna komunikacja miejska - autobusy, tramwaje, szybki dojazd do centrum - spokojne sąsiedztwo i dobrze utrzymana klatka schodowa Zapraszamy do kontaktu i umówienia prezentacji. Mieszkanie gotowe na nowy rozdział - może właśnie z Tobą?",mieszkania sprzedaż
1156,3566690,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-ogrodowa-1-pokoj-l7y9i1,ponad miesiąc temu,14.0,Warszawa Wola,ul. Ogrodowa,Mieszkanie,1,31,True,898 000,28 968zł / m²,"Sprzedaż bezpośrednia przez właściciela mieszkania, bez opłat za usługę agencji nieruchomości. Mieszkanie 31 m. kw. typu studio z otwartym aneksem kuchennym oraz przynależącym tarasem o powierzchni 12,5 m. kw. Nowoczesne drewniane panoramiczne i dźwiękoszczelne okna przesuwne z ekspozycją na wschód. Apartamentowiec jest wykończony w wyjątkowo wysokim standardzie. Objęty jest kontrolą dostępu, przy wejściu głównym znajduje się reprezentacyjna recepcja. Do wyłącznej dyspozycji mieszkańców jest duży basen z naturalnym światłem usytuowany na poziomie parteru, sauna oraz sala fitness. Budynek wyposażony jest w trzy widny oraz dwupiętrowy garaż podziemny. Elewacja wykonana jest z piaskowca oraz szkła, klatka schodowa oraz korytarze pokryte są białym marmurem. Wejście możliwe jest od ul. Ogrodowej oraz al. Solidarności. Budynek Ogrodowa 48 jest doskonale zlokalizowany na granicy dzielnic Śródmieścia oraz Woli . Usytuowanie przy cichej ulicy gwarantuje spokój z jednoczesnym szybkim dostępem do wszystkich atrakcji centrum Warszawy .",mieszkania sprzedaż
1157,3563230,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-uznamska-4-pokojowe-i1y4h9,ponad miesiąc temu,12.0,Warszawa Targówek,ul. Uznamska,Mieszkanie,4,104,True,1 550 000,14 854zł / m²,"Dwupoziomowy lokal mieszkalny składający się z 4 pokoi , kuchni, 2 łazienek, garderoby i przedpokoju o powierzchni użytkowej 104,35 m². Balkon 6 m². Położenie lokalu jest bardzo dobre, nasłonecznione i ciche. Lokal położony jest na 4. piętrze w budynku wyposażonym w windę. Budynek całkowicie podpiwniczony, 5-kondygnacyjny, z dachem wielospadowym o kącie nachylenia 45 stopni, krytym blachą. Mieszkanie składa się z centralnego przedpokoju, z którego jest wejście do pozostałych pomieszczeń. Plastikowe, dwuszybowe okna, które wychodzą na strony: wschód-południe-zachód. Posiada dużą, widną kuchnię. Stan budynku: bardzo dobry. Budynek posadowiony jest na terenie zamkniętym i chronionym. Wykonany jest w technologii tradycyjnej murowanej, docieplony. Standard wykończenia: wysoki. Wejście na teren posesji przez bramę z posterunkiem ochrony. Warunki komunikacyjne: dobre. Linie autobusowe na ul. Radzymińskiej i Łodygowej. W pobliżu osiedla domków jednorodzinnych. Liczne obiekty użyteczności publicznej znajdują się w najbliższym otoczeniu. Duże centra handlowe w pobliżu. Podwórko, ograniczone płotem stalowym i budynkami, jest estetycznie zagospodarowane i urządzone. Zieleń całoroczna, chodniki i podjazdy do garaży, latarnie i windy dla niepełnosprawnych lub wózków dziecięcych. Do lokalu przynależą 2 miejsca postojowe i 2 piwnice. Dodatkowo płatne: 100 000 zł.",mieszkania sprzedaż
1158,3563192,https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-jana-nowaka-jezioranskiego-2-pokojowe-l1x3u1,ponad miesiąc temu,20.0,Warszawa Gocław,ul. Jana Nowaka-Jeziorańskiego,Mieszkanie,2,53,True,1 150 000,21 698zł / m²,"GOCŁAW, ul. Jana Nowaka-Jeziorańskiego 9 Mieszkanie 53 m² z tarasem 41 m² i komórką lokatorską 3 m² w cenie. 8. piętro. Mieszkanie posiada klimatyzację. 2-pokojowe , przestronne, widne mieszkanie z nowoczesnym i funkcjonalnym wnętrzem, zlokalizowane na Gocławiu przy Galerii Promenada. Mieszkanie posiada salon z aneksem kuchennym. Wyjście na 41-metrowy taras z salonu oraz z sypialni. Mieszkanie jest bardzo dobrze doświetlone, ciche i komfortowe. Wykończone jest w wysokim standardzie. Kuchnia w zabudowie z pełnym wyposażeniem AGD (lodówka, zmywarka, piekarnik, płyta grzewcza), sypialnia z odseparowanym miejscem pełniącym funkcję garderoby. Pralka zlokalizowana jest w szafie w przedpokoju. Na wyposażeniu mieszkania znajdują się meble stałe i sprzęt AGD. We wszystkich oknach drewniane żaluzje. Z okien rozciąga się panorama na południową Warszawę . Na osiedlu dostępny parking - za szlabanem, tylko dla mieszkańców. Mieszkańcy mają dostęp do zielonego patio oraz stojaków na rowery. Osiedle posiada ochronę i jest monitorowane. Na klatce schodowej są 2 windy. W bloku na parterze znajduje się szereg lokali usługowych (sklepy, placówki medyczne, kosmetyczne, fryzjerskie, restauracje, itd.). W bliskiej odległości szkoły i przedszkola. Do wejścia do Galerii Promenada jest dosłownie kilka kroków. Pod blokiem przystanek autobusowy. Planowana linia metra 5 min spacerem od bloku. Mieszkanie idealne dla par, singli i inwestorów - mieszkanie sprawdzi się zarówno jako komfortowy dom dla młodej pary lub singla, jak i jako świetna inwestycja pod wynajem. Pełna własność z księgą wieczystą, nieruchomość zarządzana przez wspólnotę. Zapraszam do kontaktu. AGENCJOM I POŚREDNIKOM DZIĘKUJĘ.",mieszkania sprzedaż
1159,3561362,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-zlota-2-pokojowe-m2c9c1,ponad miesiąc temu,18.0,Warszawa Wola,ul. Złota,Mieszkanie,2,37,True,800 000,21 622zł / m²,"Sprzedam bezpośrednio 2-pokojowe mieszkanie o powierzchni 37 m2, położone w doskonałej lokalizacji, w sąsiedztwie Pałacu Kultury i Nauki, galerii Złote Tarasy oraz Dworca Centralnego. Mieszkanie znajduje się na pierwszym piętrze 10-piętrowego bloku z 1964 roku. Składa się z: - dwóch pokoi, - widnej kuchni, - łazienki, - balkonu oraz loggii. Do mieszkania należy również pomieszczenie w piwnicy.",mieszkania sprzedaż
1160,3560198,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-taneczna-2-pokojowe-z3i2h3,ponad miesiąc temu,19.0,Warszawa Ursynów,ul. Taneczna,Mieszkanie,2,40,True,879 000,21 975zł / m²,"*BEZ POŚREDNIKÓW* Na sprzedaż mieszkanie z garażem na kameralnym, strzeżonym i zamkniętym osiedlu na Zielonym Ursynowie, w pobliżu ul. Puławskiej i Poleczki. Oddane w październiku 2020 roku, wobec czego cały czas jest objęte rękojmią dewelopera (Dom Development). Mieszkanie jest bardzo jasne, ciepłe, z dużymi oknami, które mają ekspozycję południową. Do lokalu przynależy przestronny balkon. Lokal składa się z salonu z aneksem kuchennym (ok. 21 m²), sypialni (ok. 11 m²), łazienki (ok. 4,5 m²) i przedpokoju (ok. 3,5 m²). Wyposażone jest we wszystkie niezbędne sprzęty, tj. płyta indukcyjna, piekarnik, mikrofalówka, okap, lodówka i zmywarka. Wszystkie meble, tj. zabudowa kuchenna, duża szafa w przedpokoju, duża szafa w sypialni i dwie szafki w łazience, były robione na wymiar przez solidnego stolarza, dzięki czemu nie brakuje miejsca do przechowywania. Do lokalu przynależy miejsce w garażu podziemnym, dodatkowo płatne 50 000 zł, oraz miejsce do przechowywania - boks garażowy (które mieści np. rowery), w cenie 15 000 zł. W budynku znajduje się winda. Osiedle jest usytuowane w przyjemnej, cichej i bezpiecznej okolicy, przy czym jednocześnie jest bardzo dobrze skomunikowane zarówno z centrum Ursynowa, jak i miasta. Blisko przystanek, z którego często kursują autobusy do Stacji Metra Wilanowska. Dobra komunikacja również ze Stacją Metro Stokłosy. W pobliżu Południowa Obwodnica Warszawy i wyjazd do trasy S2. Ok. 100 metrów od osiedla znajduje się sklep Top Market oraz sezonowy bazarek ze świeżymi owocami i warzywami. W pobliżu Centrum Handlowe Ursynów (Auchan, Rossmann, Obi). Do Galerii Mokotów (Westfield Mokotów) ok. 7 min. samochodem. Dla aktywnych blisko trasy biegowo-spacerowe (Jeziorko Grabowskie ok. 800 m), siłownia (650 m), ścianka wspinaczkowa (ok. 1 km) oraz korty do padla (ok. 7 min. rowerem). Niedaleko także do Lasu Kabackiego oraz Toru Wyścigów Konnych Służewiec. Ok. 300 m od osiedla szkoła podstawowa, żłobki i przedszkola. Osiedle jest kameralne, ma zadbane tereny zielone, posiada wiele drzew i nasadzeń. W częściach wspólnych są do dyspozycji stojaki na rowery, ławeczki, leżaki, szachownice i plac zabaw dla dzieci. W sąsiedztwie zabudowa jednorodzinna z mnóstwem terenów zielonych, brak jest dużych blokowisk, które powodowałyby utrudnienia w ruchu w godzinach szczytu. Czynsz wynosi ok. 850 zł, w tym zawarte są wszystkie opłaty, m.in. zaliczki na media, utrzymanie czystości, mycie garażu, utrzymanie zieleni. Lokal stanowi odrębną własność, ma założoną księgę wieczystą, co umożliwia jego nabycie również osobom ubiegającym się o kredyt.",mieszkania sprzedaż
1161,3746182,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-edwarda-habicha-2-pokojowe-k3f6a9,6 dni temu,21.0,Warszawa Ursus,ul. Edwarda Habicha,Mieszkanie,2,44,True,850 000,19 433zł / m²,"Wyjątkowe mieszkanie 2-pokojowe z dużym balkonem - nowoczesność, komfort i elegancja Szukasz mieszkania, które łączy funkcjonalność, styl i doskonałą lokalizację? Eleganckie, starannie wykończone mieszkanie jest gotowe do wprowadzenia bez  dodatkowych nakładów. Podstawowe informacje: Powierzchnia: 43,74 m² Układ: salon, oddzielna kuchnia, sypialnia, łazienka Piętro: 7 (ostatnie) - budynek z windą Balkon: duży, z pięknym widokiem na okolicę Miejsce postojowe w garażu podziemnym: dodatkowo płatne 50 000 zł Forma własności: pełna własność z księgą wieczystą Czynsz administracyjny: [uzupełnij kwotę] Przemyślany układ pomieszczeń: Przestronny salon - idealny do wypoczynku z wyjściem na duży balkon Funkcjonalna, widna kuchnia - poranna kawa, jak i codzienne posiłki Ustawna sypialnia - zapewnia ciszę i prywatność Łazienka z prysznicem walk-in - komfort i nowoczesny design. Atuty mieszkania: • Drewniana podłoga Chapel parkiet w całym mieszkaniu (poza łazienką). • Armatura Grohe w łazience. • Instalacja audio w salonie - możliwość podłączenia aż 9 kolumn (Dolby Atmos). • Nowoczesna zabudowa kuchenna z inteligentnymi rozwiązaniami: *elektryczna szuflada na śmieci (otwierana na dotyk), * kosz cargo w szafce narożnej. • Polimerowa gładź na ścianach - odporna na pęknięcia. • Pojemne zabudowy na wymiar w sypialni, pokoju i przedpokoju z oświetleniem LED przy podłodze. • Narożne położenie mieszkania - cisza i prywatność (brak sąsiadów za ścianą, brak psów na piętrze i poniżej). • Włoski gres w łazience - wysoka jakość i elegancja. • Dobrej jakości plisy zaciemniające we wszystkich oknach. Duży balkon - miejsce na relaks Przestronny balkon z widokiem na okolicę to idealna przestrzeń na poranną kawę, odpoczynek po pracy czy spotkania z przyjaciółmi. Budynek i okolica: Nowoczesny budynek z windą. Pełna infrastruktura w pobliżu: sklepy, restauracje, kawiarnie, szkoły i przedszkola. Bliskość terenów zielonych - doskonałe miejsce na spacery i rekreację. Świetna komunikacja - szybki dojazd do każdej części miasta. Dla kogo? Dla młodej pary, która ceni komfort i nowoczesny styl. Dla rodziny z dzieckiem, szukającej funkcjonalnego mieszkania w spokojnej okolicy. Dla inwestora, który poszukuje atrakcyjnej nieruchomości pod wynajem. Zadzwoń i umów się na prezentację - to mieszkanie szybko znajdzie swojego właściciela! Dla Państwa wygody odbieramy telefony od poniedziałku do piątku w godzinach od 9:00 do 20:00, w sobotę 10:00 do 14:00. Jesteśmy do Państwa dyspozycji w naszym biurze na Marinie Mokotów od poniedziałku do piątku w godz.od 10:00 do 19:00, w sobotę 10:00 do 14:00 *** Większość naszych klientów pochodzi z polecenia wiec będziemy wdzięczni jeśli polecą nas Państwo Swoim znajomym i przyjaciołom *** Niniejsza informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu jednak na fakt, iż informacje te pochodzą od osób trzecich i nie zawsze dają się zweryfikować, firma Hampton Home nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność. W przypadku transakcji pobieramy wynagrodzenie w formie prowizji za wykonaną usługę pośrednictwa. Administratorem Twoich danych osobowych przetwarzanych w celu udzielenia odpowiedzi na skierowane mailowo, telefonicznie lub osobiście zapytanie jest Hampton Home Beata Wróblewska z siedzibą w Warszawie przy ul. Przejazd 4lok.U4, 02-654 Warszawa . Przysługuje Ci prawo żądania dostępu do danych, ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do wniesienia sprzeciwu wobec przetwarzania, a także prawo do przenoszenia danych oraz wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych. Pełną treść Klauzuli Informacyjnej oraz więcej informacji o przetwarzaniu Twoich danych znajdziesz na naszej stronie internetowej w zakładce RODO - Klauzule Informacyjne.",mieszkania sprzedaż
1162,3746144,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-walicow-3-pokojowe-t5h1o5,6 dni temu,10.0,Warszawa Wola,ul. Waliców,Mieszkanie,3,57,True,969 000,17 000zł / m²,"Warszawa Wola // Waliców - 3 pokoje - 57,5 m // piwnica // blisko Centrum We speak English Szanowni Państwo, zapraszamy do zapoznania się z ofertą bardzo funkcjonalnego 3- pokojowego mieszkania w samym Centrum, na bliskiej Woli. Mieszkanie o powierzchni 57,5 m2 zlokalizowane jest na 6 piętrze w 15 piętrowym bloku przy ulicy Waliców. Doskonała lokalizacja, w biznesowym centrum Warszawy. Mieszkanie posiada bardzo dobry układ pomieszczeń: 3 oddzielne pokoje plus osobną, widną kuchnię, świetne pod inwestycję. Jest bardzo jasne i przestronne dzięki wschodniej ekspozycji oraz wysokości pomieszczeń Cena: DO NEGOCJACJI !!! Centrum miasta Doskonała komunikacja W SKŁAD MIESZKANIA WCHODZI: - salon 21 m2 + balkon francuski - sypialnia 9,3 m2 + balkon francuski - sypialnia 8,8 m2 - kuchnia 7,2m2 + balkon francuski - łazienka 3 m2 - przedpokój 8,2 m2 SZCZEGÓŁY OFERTY - Możliwość zakupu na kredyt - Mieszkanie znajduje się na 6 piętrze bloku składającego się z 15 kondygnacji - Bliskość Centrum miasta i CH Arkadia, Dworzec PKP, Fabryka Norblina - Ekspozycja okien: wschód- północ - Wysokość pomieszczeń : 3 m - Posiada doskonałe połączenie z centrum Warszawy: autobus, tramwaje - Ogrzewanie miejskie - Nowa instalacja elektryczna - Mozaika na podłodze - Stan: do wejścia - Wolne od zaraz - Świetna lokalizacja - Doskonałe pod wynajem Dodatkowo: - piwnica - jest możliwość zapisania się na miejsce parkingowe pod blokiem LOKALIZACJA: Mieszkanie położone w centralnej części Warszawy, na bliskiej Woli , niedaleko biznesowego centrum Warszawy TRAMWAJ: [numer]3 AUTOBUS: 157, 180 , N12 METRO: Rondo ONZ - 600 metrów Liczne punkty handlowo- usługowe: CH Arkadia, CH Klif, Hala Mirowska, Browary Warszawskie, Fabryka Norblina MOGĄ PAŃSTWO LICZYĆ NA: - bezpłatną konsultacje z niezależnym doradcą kredytowym - bezpieczeństwo transakcji - pomoc w załatwieniu formalności i skompletowaniu dokumentów niezbędnych do transakcji - współpracę z najlepszymi notariuszami Nasza firma specjalizuje się w kompleksowej obsłudze zarówno Polaków jak i obcokrajowców. Jesteśmy z Państwem na każdym etapie procesu zakupu, sprzedaży czy wynajmu nieruchomości począwszy od wyboru oferty i jej prezentacji po finalizację transakcji i przekazanie nieruchomości nowym właścicielom. KREDYT Niezależni doradcy kredytowi, z którymi współpracujemy pomagają we wszelkich formalnościach związanych z uzyskaniem kredytu na zakup nieruchomości. Bezpłatna konsultacja, sprawdzenie zdolności, przedstawienie najkorzystniejszych opcji spośród ofert różnych banków. Przeprowadzimy cały proces realizacji kredytu i zakupu nieruchomości. Zapraszamy do kontaktu! Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",mieszkania sprzedaż
