,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
416,KEGG_2019_Human,Central carbon metabolism in cancer,1/65,0.003249949134407,0.0148498004652205,0,0,19935.0,114209.92613860144,PDGFRB
417,KEGG_2019_Human,Melanoma,1/72,0.0035999456502131,0.0148498004652205,0,0,19928.0,112131.59838572376,PDGFRB
418,KEGG_2019_Human,Glioma,1/75,0.0037499442041125,0.0148498004652205,0,0,19925.0,111301.33528642564,PDGFRB
419,KEGG_2019_Human,Gap junction,1/88,0.0043999382262822,0.0148498004652205,0,0,19912.0,108045.79305232369,PDGFRB
420,KEGG_2019_Human,Prostate cancer,1/97,0.0048499343304706,0.0148498004652205,0,0,19903.0,106058.9096435903,PDGFRB
421,KEGG_2019_Human,Choline metabolism in cancer,1/99,0.0049499334884068,0.0148498004652205,0,0,19901.0,105642.09305076736,PDGFRB
422,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.0160498424271101,0,0,19852.0,97399.60470052566,PDGFRB
423,KEGG_2019_Human,JAK-STAT signaling pathway,1/162,0.0080999104202618,0.0160498424271101,0,0,19838.0,95537.86936302872,PDGFRB
424,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0160498424271101,0,0,19812.0,92463.712994847,PDGFRB
425,KEGG_2019_Human,Focal adhesion,1/199,0.0099498991610159,0.0160498424271101,0,0,19801.0,91286.4288690606,PDGFRB
426,KEGG_2019_Human,Rap1 signaling pathway,1/206,0.010299897173561,0.0160498424271101,0,0,19794.0,90569.849337325,PDGFRB
427,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0160498424271101,0,0,19786.0,89779.39753374986,PDGFRB
428,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0160613863407144,0,0,19768.0,88101.22480150245,PDGFRB
429,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0179398488804617,0,0,19705.0,83086.53988020132,PDGFRB
430,KEGG_2019_Human,MicroRNAs in cancer,1/299,0.0149498740670514,0.0179398488804617,0,0,19701.0,82804.33538735632,PDGFRB
431,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.018562350891335,0,0,19670.0,80733.60565076157,PDGFRB
432,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0187410310320355,0,0,19646.0,79255.8617626126,PDGFRB
433,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,PDGFRB
434,KEGG_2019_Human,Mitophagy,1/65,0.003249949134407,0.0075999137114971,0,0,19935.0,114209.92613860144,ULK1
435,KEGG_2019_Human,Longevity regulating pathway,1/102,0.0050999322416682,0.0075999137114971,0,0,19898.0,105032.15064717118,ULK1
436,KEGG_2019_Human,AMPK signaling pathway,1/120,0.0059999251180858,0.0075999137114971,0,0,19880.0,101706.2448082016,ULK1
437,KEGG_2019_Human,Autophagy,1/128,0.0063999221281459,0.0075999137114971,0,0,19872.0,100382.8010329652,ULK1
438,KEGG_2019_Human,mTOR signaling pathway,1/152,0.0075999137114971,0.0075999137114971,0,0,19848.0,96850.665715497,ULK1
439,KEGG_2019_Human,Ubiquitin mediated proteolysis,1/137,0.0068499188797651,0.0068499188797651,0,0,19863.0,98987.62735269018,UBR5
440,KEGG_2019_Human,Complement and coagulation cascades,1/79,0.0039499423167337,0.0039499423167337,0,0,19921.0,110243.89578070649,A2M
441,KEGG_2019_Human,TGF-beta signaling pathway,1/90,0.0044999373439762,0.0092999029651357,0,0,19910.0,107587.50385474482,SMAD1
442,KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.006949918172816,0.0092999029651357,0,0,19861.0,98689.81333375497,SMAD1
443,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0092999029651357,0,0,19840.0,95793.96509856998,SMAD1
444,KEGG_2019_Human,Transcriptional misregulation in cancer,1/186,0.0092999029651357,0.0092999029651357,0,0,19814.0,92684.96451050608,SMAD1
445,KEGG_2019_Human,Staphylococcus aureus infection,1/68,0.0033999476216189,0.0059249134751006,0,0,19932.0,113293.39338050144,FGG
446,KEGG_2019_Human,Complement and coagulation cascades,1/79,0.0039499423167337,0.0059249134751006,0,0,19921.0,110243.89578070649,FGG
447,KEGG_2019_Human,Platelet activation,1/124,0.0061999236097501,0.0061999236097501,0,0,19876.0,101034.04709010696,FGG
448,KEGG_2019_Human,Wnt signaling pathway,1/158,0.0078999117225733,0.0078999117225733,0,0,19842.0,96053.2110949472,LGR5
449,KEGG_2019_Human,Nicotine addiction,1/40,0.0019999631680592,0.0108798323891805,0,0,19960.0,124043.94523066044,GRIN2A
450,KEGG_2019_Human,Cocaine addiction,1/49,0.0024499577795033,0.0108798323891805,0,0,19951.0,119939.1172087114,GRIN2A
451,KEGG_2019_Human,Amyotrophic lateral sclerosis (ALS),1/51,0.0025499566390179,0.0108798323891805,0,0,19949.0,119129.0228601236,GRIN2A
452,KEGG_2019_Human,Long-term potentiation,1/67,0.0033499481224912,0.0108798323891805,0,0,19933.0,113594.38808369274,GRIN2A
453,KEGG_2019_Human,Amphetamine addiction,1/68,0.0033999476216189,0.0108798323891805,0,0,19932.0,113293.39338050144,GRIN2A
454,KEGG_2019_Human,Circadian entrainment,1/97,0.0048499343304706,0.0118220805500286,0,0,19903.0,106058.9096435903,GRIN2A
455,KEGG_2019_Human,Glutamatergic synapse,1/114,0.005699927427839,0.0118220805500286,0,0,19886.0,102756.96431429044,GRIN2A
456,KEGG_2019_Human,Dopaminergic synapse,1/131,0.0065499210316603,0.0118220805500286,0,0,19869.0,99907.33811343512,GRIN2A
457,KEGG_2019_Human,Systemic lupus erythematosus,1/133,0.0066499203093911,0.0118220805500286,0,0,19867.0,99596.2591544721,GRIN2A
458,KEGG_2019_Human,Alzheimer disease,1/171,0.0085499075557634,0.0121141662887149,0,0,19829.0,94422.42241345016,GRIN2A
459,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0121141662887149,0,0,19820.0,93362.92821536642,GRIN2A
460,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0121141662887149,0,0,19812.0,92463.712994847,GRIN2A
461,KEGG_2019_Human,Rap1 signaling pathway,1/206,0.010299897173561,0.0121141662887149,0,0,19794.0,90569.849337325,GRIN2A
462,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0121141662887149,0,0,19788.0,89974.27756224656,GRIN2A
463,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0123732161439577,0,0,19768.0,88101.22480150245,GRIN2A
464,KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.0168998658265596,0.0168998658265596,0,0,19662.0,80229.79996326564,GRIN2A
465,KEGG_2019_Human,Ribosome biogenesis in eukaryotes,1/101,0.0050499326546803,0.0050499326546803,0,0,19899.0,105233.48101229242,WDR36
466,KEGG_2019_Human,Serotonergic synapse,1/113,0.0056499278191151,0.0141331940035007,0,0,19887.0,102937.34947211576,HTR4
467,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0141331940035007,0,0,19812.0,92463.712994847,HTR4
468,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0141331940035007,0,0,19788.0,89974.27756224656,HTR4
469,KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.0168998658265596,0.0168998658265596,0,0,19662.0,80229.79996326564,HTR4
470,KEGG_2019_Human,Glycerolipid metabolism,1/61,0.0030499512001654,0.0061874168605085,0,0,19939.0,115499.24335773686,DGKI
471,KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.0048499343304706,0.0061874168605085,0,0,19903.0,106058.9096435903,DGKI
472,KEGG_2019_Human,Phosphatidylinositol signaling system,1/99,0.0049499334884068,0.0061874168605085,0,0,19901.0,105642.09305076736,DGKI
473,KEGG_2019_Human,Choline metabolism in cancer,1/99,0.0049499334884068,0.0061874168605085,0,0,19901.0,105642.09305076736,DGKI
474,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.007399915061391,0,0,19852.0,97399.60470052566,DGKI
475,KEGG_2019_Human,Olfactory transduction,1/444,0.0221998465247771,0.0221998465247771,0,0,19556.0,74462.79263140135,OR5D13
476,KEGG_2019_Human,Lysine degradation,1/59,0.0029499522555206,0.0029499522555206,0,0,19941.0,116175.59385530632,KMT2E
477,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF563
478,KEGG_2019_Human,Viral carcinogenesis,1/201,0.0100498985877989,0.0147498749536506,0,0,19799.0,91079.21596609056,RASA2
479,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0147498749536506,0,0,19768.0,88101.22480150245,RASA2
480,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0147498749536506,0,0,19705.0,83086.53988020132,RASA2
481,KEGG_2019_Human,Protein digestion and absorption,1/90,0.0044999373439762,0.0044999373439762,0,0,19910.0,107587.50385474482,SLC7A7
482,KEGG_2019_Human,Cell cycle,1/124,0.0061999236097501,0.0114098741370135,0,0,19876.0,101034.04709010696,YWHAB
483,KEGG_2019_Human,Oocyte meiosis,1/125,0.0062499232373748,0.0114098741370135,0,0,19875.0,100869.32368441945,YWHAB
484,KEGG_2019_Human,Hepatitis C,1/155,0.0077499127120574,0.0114098741370135,0,0,19845.0,96448.16254952336,YWHAB
485,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0114098741370135,0,0,19840.0,95793.96509856998,YWHAB
486,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0114098741370135,0,0,19837.0,95410.9786681514,YWHAB
487,KEGG_2019_Human,Viral carcinogenesis,1/201,0.0100498985877989,0.0117248816857654,0,0,19799.0,91079.21596609056,YWHAB
488,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0176998626413668,0,0,19646.0,79255.8617626126,YWHAB
489,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF285
490,KEGG_2019_Human,Shigellosis,1/65,0.003249949134407,0.0036999446830449,0,0,19935.0,114209.92613860144,ELMO2
491,KEGG_2019_Human,Bacterial invasion of epithelial cells,1/74,0.0036999446830449,0.0036999446830449,0,0,19926.0,111574.38983110404,ELMO2
492,KEGG_2019_Human,Thyroid cancer,1/37,0.0018499650702878,0.0122180487288865,0,0,19963.0,125618.9446446357,MYC
493,KEGG_2019_Human,Bladder cancer,1/41,0.0020499625466866,0.0122180487288865,0,0,19959.0,123544.88783416104,MYC
494,KEGG_2019_Human,Endometrial cancer,1/58,0.0028999527887707,0.0122180487288865,0,0,19942.0,116522.31890946148,MYC
495,KEGG_2019_Human,Central carbon metabolism in cancer,1/65,0.003249949134407,0.0122180487288865,0,0,19935.0,114209.92613860144,MYC
496,KEGG_2019_Human,Acute myeloid leukemia,1/66,0.003299948626608,0.0122180487288865,0,0,19934.0,113899.85357353876,MYC
497,KEGG_2019_Human,Chronic myeloid leukemia,1/76,0.0037999437281752,0.0122180487288865,0,0,19924.0,111031.8499691117,MYC
498,KEGG_2019_Human,ErbB signaling pathway,1/85,0.004249939567045,0.0122180487288865,0,0,19915.0,108752.83801948265,MYC
499,KEGG_2019_Human,Colorectal cancer,1/86,0.0042999391173866,0.0122180487288865,0,0,19914.0,108514.46102290176,MYC
500,KEGG_2019_Human,TGF-beta signaling pathway,1/90,0.0044999373439762,0.0122180487288865,0,0,19910.0,107587.50385474482,MYC
501,KEGG_2019_Human,Small cell lung cancer,1/93,0.0046499360391879,0.0122180487288865,0,0,19907.0,106918.54242106884,MYC
502,KEGG_2019_Human,Thyroid hormone signaling pathway,1/116,0.0057999266512085,0.0122180487288865,0,0,19884.0,102400.8105961506,MYC
503,KEGG_2019_Human,Cell cycle,1/124,0.0061999236097501,0.0122180487288865,0,0,19876.0,101034.04709010696,MYC
504,KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.006949918172816,0.0122180487288865,0,0,19861.0,98689.81333375497,MYC
505,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0122180487288865,0,0,19853.0,97539.10874372096,MYC
506,KEGG_2019_Human,Gastric cancer,1/149,0.0074499147221605,0.0122180487288865,0,0,19851.0,97261.02051561224,MYC
507,KEGG_2019_Human,Hepatitis C,1/155,0.0077499127120574,0.0122180487288865,0,0,19845.0,96448.16254952336,MYC
508,KEGG_2019_Human,Wnt signaling pathway,1/158,0.0078999117225733,0.0122180487288865,0,0,19842.0,96053.2110949472,MYC
509,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0122180487288865,0,0,19840.0,95793.96509856998,MYC
510,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0122180487288865,0,0,19840.0,95793.96509856998,MYC
511,KEGG_2019_Human,JAK-STAT signaling pathway,1/162,0.0080999104202618,0.0122180487288865,0,0,19838.0,95537.86936302872,MYC
512,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0122180487288865,0,0,19837.0,95410.9786681514,MYC
513,KEGG_2019_Human,Hepatocellular carcinoma,1/168,0.0083999085011095,0.0122180487288865,0,0,19832.0,94787.72752807094,MYC
514,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0123691059542141,0,0,19814.0,92684.96451050608,MYC
515,KEGG_2019_Human,Transcriptional misregulation in cancer,1/186,0.0092999029651357,0.0123691059542141,0,0,19814.0,92684.96451050608,MYC
516,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0123691059542141,0,0,19799.0,91079.21596609056,MYC
517,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0123691059542141,0,0,19799.0,91079.21596609056,MYC
518,KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.0109498935894162,0.0128570194046101,0,0,19781.0,89299.85161916987,MYC
519,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0128570194046101,0,0,19775.0,88738.27077557483,MYC
520,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0159465323381882,0,0,19705.0,83086.53988020132,MYC
521,KEGG_2019_Human,MicroRNAs in cancer,1/299,0.0149498740670514,0.0159465323381882,0,0,19701.0,82804.33538735632,MYC
522,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0182708259523787,0,0,19646.0,79255.8617626126,MYC
523,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,MYC
524,KEGG_2019_Human,Oxytocin signaling pathway,1/153,0.0076499133771537,0.0088999053857096,0,0,19847.0,96715.6407630817,TRPM2
525,KEGG_2019_Human,NOD-like receptor signaling pathway,1/178,0.0088999053857096,0.0088999053857096,0,0,19822.0,93593.82745769851,TRPM2
526,KEGG_2019_Human,Focal adhesion,1/199,0.0099498991610159,0.0147498749536506,0,0,19801.0,91286.4288690606,RASGRF1
527,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0147498749536506,0,0,19768.0,88101.22480150245,RASGRF1
528,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0147498749536506,0,0,19705.0,83086.53988020132,RASGRF1
529,KEGG_2019_Human,Legionellosis,1/55,0.0027499544131125,0.0122346591503639,0,0,19945.0,117599.1294878737,CASP8
530,KEGG_2019_Human,Viral myocarditis,1/59,0.0029499522555206,0.0122346591503639,0,0,19941.0,116175.59385530632,CASP8
531,KEGG_2019_Human,RIG-I-like receptor signaling pathway,1/70,0.0034999466296654,0.0122346591503639,0,0,19930.0,112704.30065625212,CASP8
532,KEGG_2019_Human,p53 signaling pathway,1/72,0.0035999456502131,0.0122346591503639,0,0,19928.0,112131.59838572376,CASP8
533,KEGG_2019_Human,IL-17 signaling pathway,1/93,0.0046499360391879,0.0122346591503639,0,0,19907.0,106918.54242106884,CASP8
534,KEGG_2019_Human,Chagas disease (American trypanosomiasis),1/103,0.0051499318302617,0.0122346591503639,0,0,19897.0,104832.7525292024,CASP8
535,KEGG_2019_Human,Toll-like receptor signaling pathway,1/104,0.0051999314202997,0.0122346591503639,0,0,19896.0,104635.24941415618,CASP8
536,KEGG_2019_Human,C-type lectin receptor signaling pathway,1/104,0.0051999314202997,0.0122346591503639,0,0,19896.0,104635.24941415618,CASP8
537,KEGG_2019_Human,TNF signaling pathway,1/110,0.0054999290027479,0.0122346591503639,0,0,19890.0,103488.06969787036,CASP8
538,KEGG_2019_Human,Toxoplasmosis,1/113,0.0056499278191151,0.0122346591503639,0,0,19887.0,102937.34947211576,CASP8
539,KEGG_2019_Human,Measles,1/138,0.0068999185254481,0.0122346591503639,0,0,19862.0,98838.19160389496,CASP8
540,KEGG_2019_Human,Apoptosis,1/143,0.0071499167770442,0.0122346591503639,0,0,19857.0,98106.57763600958,CASP8
541,KEGG_2019_Human,Non-alcoholic fatty liver disease (NAFLD),1/149,0.0074499147221605,0.0122346591503639,0,0,19851.0,97261.02051561224,CASP8
542,KEGG_2019_Human,Hepatitis C,1/155,0.0077499127120574,0.0122346591503639,0,0,19845.0,96448.16254952336,CASP8
543,KEGG_2019_Human,Necroptosis,1/162,0.0080999104202618,0.0122346591503639,0,0,19838.0,95537.86936302872,CASP8
544,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0122346591503639,0,0,19837.0,95410.9786681514,CASP8
545,KEGG_2019_Human,Alzheimer disease,1/171,0.0085499075557634,0.0122346591503639,0,0,19829.0,94422.42241345016,CASP8
546,KEGG_2019_Human,NOD-like receptor signaling pathway,1/178,0.0088999053857096,0.0122346591503639,0,0,19822.0,93593.82745769851,CASP8
547,KEGG_2019_Human,Tuberculosis,1/179,0.0089499050800561,0.0122346591503639,0,0,19821.0,93478.0629355712,CASP8
548,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0122346591503639,0,0,19814.0,92684.96451050608,CASP8
549,KEGG_2019_Human,Huntington disease,1/193,0.0096499008972596,0.0122346591503639,0,0,19807.0,91920.47679471428,CASP8
550,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0122346591503639,0,0,19799.0,91079.21596609056,CASP8
551,KEGG_2019_Human,Viral carcinogenesis,1/201,0.0100498985877989,0.0122346591503639,0,0,19799.0,91079.21596609056,CASP8
552,KEGG_2019_Human,Human immunodeficiency virus 1 infection,1/212,0.0105998955026255,0.0123665447530631,0,0,19788.0,89974.27756224656,CASP8
553,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0125998790165179,0,0,19775.0,88738.27077557483,CASP8
554,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.017769088032731,0,0,19670.0,80733.60565076157,CASP8
555,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0255109441270182,0,0,19508.0,72277.44006442746,CASP8
556,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,CASP8
557,KEGG_2019_Human,Nicotine addiction,1/40,0.0019999631680592,0.0101998428648568,0,0,19960.0,124043.94523066044,GRIN1
558,KEGG_2019_Human,Cocaine addiction,1/49,0.0024499577795033,0.0101998428648568,0,0,19951.0,119939.1172087114,GRIN1
559,KEGG_2019_Human,Amyotrophic lateral sclerosis (ALS),1/51,0.0025499566390179,0.0101998428648568,0,0,19949.0,119129.0228601236,GRIN1
560,KEGG_2019_Human,Long-term potentiation,1/67,0.0033499481224912,0.0101998428648568,0,0,19933.0,113594.38808369274,GRIN1
561,KEGG_2019_Human,Amphetamine addiction,1/68,0.0033999476216189,0.0101998428648568,0,0,19932.0,113293.39338050144,GRIN1
562,KEGG_2019_Human,Circadian entrainment,1/97,0.0048499343304706,0.0121248358261767,0,0,19903.0,106058.9096435903,GRIN1
563,KEGG_2019_Human,Glutamatergic synapse,1/114,0.005699927427839,0.0122141302025121,0,0,19886.0,102756.96431429044,GRIN1
564,KEGG_2019_Human,Alzheimer disease,1/171,0.0085499075557634,0.0122306486568756,0,0,19829.0,94422.42241345016,GRIN1
565,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0122306486568756,0,0,19820.0,93362.92821536642,GRIN1
566,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0122306486568756,0,0,19812.0,92463.712994847,GRIN1
567,KEGG_2019_Human,Huntington disease,1/193,0.0096499008972596,0.0122306486568756,0,0,19807.0,91920.47679471428,GRIN1
568,KEGG_2019_Human,Rap1 signaling pathway,1/206,0.010299897173561,0.0122306486568756,0,0,19794.0,90569.849337325,GRIN1
569,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0122306486568756,0,0,19788.0,89974.27756224656,GRIN1
570,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.012428453716029,0,0,19768.0,88101.22480150245,GRIN1
571,KEGG_2019_Human,Neuroactive ligand-receptor interaction,1/338,0.0168998658265596,0.0168998658265596,0,0,19662.0,80229.79996326564,GRIN1
572,KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.006949918172816,0.006949918172816,0,0,19861.0,98689.81333375497,TBX3
573,KEGG_2019_Human,Cholesterol metabolism,1/50,0.0024999572069037,0.0047999275336174,0,0,19950.0,119530.05920663515,NCEH1
574,KEGG_2019_Human,Cortisol synthesis and secretion,1/65,0.003249949134407,0.0047999275336174,0,0,19935.0,114209.92613860144,NCEH1
575,KEGG_2019_Human,Bile secretion,1/72,0.0035999456502131,0.0047999275336174,0,0,19928.0,112131.59838572376,NCEH1
576,KEGG_2019_Human,Cushing syndrome,1/155,0.0077499127120574,0.0077499127120574,0,0,19845.0,96448.16254952336,NCEH1
577,KEGG_2019_Human,Axon guidance,1/181,0.0090499044707863,0.0090499044707863,0,0,19819.0,93248.41634586031,EFNB1
578,KEGG_2019_Human,Amoebiasis,1/96,0.0047999347538706,0.0047999347538706,0,0,19904.0,106270.50039849174,SERPINB13
579,KEGG_2019_Human,Cell cycle,1/124,0.0061999236097501,0.0061999236097501,0,0,19876.0,101034.04709010696,CDC14A
580,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF716
581,KEGG_2019_Human,Arrhythmogenic right ventricular cardiomyopathy (ARVC),1/72,0.0035999456502131,0.0083998866996136,0,0,19928.0,112131.59838572376,RYR2
582,KEGG_2019_Human,Cardiac muscle contraction,1/78,0.0038999427840466,0.0083998866996136,0,0,19922.0,110503.2180492851,RYR2
583,KEGG_2019_Human,Hypertrophic cardiomyopathy (HCM),1/85,0.004249939567045,0.0083998866996136,0,0,19915.0,108752.83801948265,RYR2
584,KEGG_2019_Human,Insulin secretion,1/86,0.0042999391173866,0.0083998866996136,0,0,19914.0,108514.46102290176,RYR2
585,KEGG_2019_Human,Dilated cardiomyopathy (DCM),1/91,0.0045499369072032,0.0083998866996136,0,0,19909.0,107362.10783923086,RYR2
586,KEGG_2019_Human,Circadian entrainment,1/97,0.0048499343304706,0.0083998866996136,0,0,19903.0,106058.9096435903,RYR2
587,KEGG_2019_Human,Pancreatic secretion,1/98,0.0048999339081079,0.0083998866996136,0,0,19902.0,105849.45495286948,RYR2
588,KEGG_2019_Human,Apelin signaling pathway,1/137,0.0068499188797651,0.0091798960525845,0,0,19863.0,98987.62735269018,RYR2
589,KEGG_2019_Human,Adrenergic signaling in cardiomyocytes,1/145,0.0072499160871101,0.0091798960525845,0,0,19855.0,97820.92670675044,RYR2
590,KEGG_2019_Human,Oxytocin signaling pathway,1/153,0.0076499133771537,0.0091798960525845,0,0,19847.0,96715.6407630817,RYR2
591,KEGG_2019_Human,Calcium signaling pathway,1/188,0.009399902370135,0.0102544389492382,0,0,19812.0,92463.712994847,RYR2
592,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0105998955026255,0,0,19788.0,89974.27756224656,RYR2
593,KEGG_2019_Human,RNA degradation,1/79,0.0039499423167337,0.0039499423167337,0,0,19921.0,110243.89578070649,EXOSC9
594,KEGG_2019_Human,Phototransduction,1/28,0.0013999711732997,0.0027999423465995,0,0,19972.0,131242.0761597353,PDE6A
595,KEGG_2019_Human,Purine metabolism,1/129,0.006449921761047,0.006449921761047,0,0,19871.0,100223.109907462,PDE6A
596,KEGG_2019_Human,Basal transcription factors,1/45,0.0022499601197094,0.0022499601197094,0,0,19955.0,121662.49782449217,TAF8
597,KEGG_2019_Human,Protein digestion and absorption,1/90,0.0044999373439762,0.0044999373439762,0,0,19910.0,107587.50385474482,DPP4
598,KEGG_2019_Human,Primary bile acid biosynthesis,1/17,0.0008499797390404818,0.0020249578413544,0,0,19983.0,141285.76583697114,HSD17B4
599,KEGG_2019_Human,Biosynthesis of unsaturated fatty acids,1/27,0.0013499718942362,0.0020249578413544,0,0,19973.0,131975.02298599784,HSD17B4
600,KEGG_2019_Human,Peroxisome,1/83,0.0041499404726918,0.0041499404726918,0,0,19917.0,109237.99888847338,HSD17B4
601,KEGG_2019_Human,Primary immunodeficiency,1/37,0.0018499650702878,0.0063124158183504,0,0,19963.0,125618.9446446357,CD8A
602,KEGG_2019_Human,Antigen processing and presentation,1/77,0.0038499432547502,0.0063124158183504,0,0,19923.0,110765.8407373636,CD8A
603,KEGG_2019_Human,Hematopoietic cell lineage,1/97,0.0048499343304706,0.0063124158183504,0,0,19903.0,106058.9096435903,CD8A
604,KEGG_2019_Human,T cell receptor signaling pathway,1/101,0.0050499326546803,0.0063124158183504,0,0,19899.0,105233.48101229242,CD8A
605,KEGG_2019_Human,Cell adhesion molecules (CAMs),1/145,0.0072499160871101,0.0072499160871101,0,0,19855.0,97820.92670675044,CD8A
606,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,ZNF254
607,KEGG_2019_Human,Amyotrophic lateral sclerosis (ALS),1/51,0.0025499566390179,0.0109665527651575,0,0,19949.0,119129.0228601236,PPP3R1
608,KEGG_2019_Human,VEGF signaling pathway,1/59,0.0029499522555206,0.0109665527651575,0,0,19941.0,116175.59385530632,PPP3R1
609,KEGG_2019_Human,Long-term potentiation,1/67,0.0033499481224912,0.0109665527651575,0,0,19933.0,113594.38808369274,PPP3R1
610,KEGG_2019_Human,Amphetamine addiction,1/68,0.0033999476216189,0.0109665527651575,0,0,19932.0,113293.39338050144,PPP3R1
611,KEGG_2019_Human,Renin secretion,1/69,0.003449947123837,0.0109665527651575,0,0,19931.0,112996.7391397682,PPP3R1
612,KEGG_2019_Human,B cell receptor signaling pathway,1/71,0.0035499461386618,0.0109665527651575,0,0,19929.0,112415.9585341616,PPP3R1
613,KEGG_2019_Human,Th1 and Th2 cell differentiation,1/92,0.0045999364719865,0.0109665527651575,0,0,19908.0,107139.13814408927,PPP3R1
614,KEGG_2019_Human,T cell receptor signaling pathway,1/101,0.0050499326546803,0.0109665527651575,0,0,19899.0,105233.48101229242,PPP3R1
615,KEGG_2019_Human,Glucagon signaling pathway,1/103,0.0051499318302617,0.0109665527651575,0,0,19897.0,104832.7525292024,PPP3R1
616,KEGG_2019_Human,C-type lectin receptor signaling pathway,1/104,0.0051999314202997,0.0109665527651575,0,0,19896.0,104635.24941415618,PPP3R1
