,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
366,3615416,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-skarbowcow-3-pokojowe-y0j2u1,ponad miesiąc temu,17.0,Wrocław Krzyki,ul. Skarbowców,Mieszkanie,3,82,True,950 000,11 585zł / m²,"Zapraszam na prezentację, 3-pokojowego mieszkania z dwoma balkonami - idealne dla rodziny. Mieszkanie o powierzchni 82 m² znajduje się na 4 piętrze w 4-piętrowym budynku przy ulicy Skarbowców (dzielnica Krzyki ) Powierzchnia: 82 m² Cena: 950 000 PLN Atuty nieruchomości: - Budynek z windą - Jasny salon z wyjściem na balkon - Przestronna i funkcjonalna kuchnia - Dwie niezależne sypialnie - Wszystkie pomieszczenia bogato wyposażone - Dwupoziomowe mieszkanie 82 m2 - Miejsce postojowe w garażu Lokalizacja (Krzyki): - W pobliżu sklepy spożywcze (Biedronka,Aldi) oraz liczne restauracje - Niedaleko żłobki oraz przedszkola - Linia tramwajowa oraz przystanek autobusowy w odległości około 500m - Szybki dojazd do autostrady To mieszkanie zapewni Twojej rodzinie komfort, przestrzeń i wygodę. Jeżeli szukasz komfortowego mieszkania w świetnej lokalizacji, zapraszam do kontaktu i obejrzenia mieszkania. Feel free to call us or write for all details.",mieszkania sprzedaż
367,3613790,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-zakladowa-3-pokojowe-g4j6b7,ponad miesiąc temu,15.0,Wrocław Śródmieście,ul. Zakładowa,Mieszkanie,3,58,True,980 000,16 897zł / m²,"Sprzedam unikalny apartament dwupoziomowy, wysoki parter + I piętro, dwa tarasy, dwa parkingi, komórka, usytuowany tuż przy samej Odrze na Promenadach Wrocławskich przy ul. Zakładowej ( Śródmieście ). Do wrocławskiego Rynku zaledwie 2,7 km. Trzy komfortowe pokoje oraz dwie łazienki zagwarantują maksymalną wygodę dla Ciebie i Twojej rodziny. Zapewniam, będziesz się tu czuła wspaniale, pijąc kawę na tarasie. Miejsce i locum kategorii Lux. Atutem też, niewielki dystans do Rynku, komunikacji miejskiej i wspaniałych terenów zielonych. Nie przegap tej nieruchomości. Sprzedaż bez pośrednictwa i prowizji. WNĘTRZE Mieszkanie o pow. 58,07 mkw. znajduje się na wysokim parterze, posiada przestronny taras ok. 20 m2. Można na nim urządzać fajne spotkania rodzinne. Strefa aktywności dziennej na I poziomie: Salon z tarasem (ok. 18 mkw.), aneks kuchenny i jadalnia dla 4 osób. Ponadto garderoba pod schodami oraz druga łazienka z kabiną prysznicową i dodatkowym WC. Strefa wypoczynku na II poziomie, składająca się z: - 2 sypialni (jedna z dodatkowym balkonem). - Łazienka z wanną i osobnym WC. WYPOSAŻENIE Mieszkanie w pełni umeblowane i wyposażone we wszystko - w cenie sprzedaży. M.in. klimatyzacja w salonie, rolety zewnętrzne na pilota i alarm, woda z kranu na tarasie. EXTRA - Do mieszkania przynależy ekskluzywna (dodatkowo płatna) komórka lokatorska na wyłączność. Jedyna taka na całym piętrze, tuż przy windzie. Uwierz - to dodatkowy pokój ok. 4 mkw. Ulokuj tam szafę, regały na buty. Zmieszczą się też rowery. - Ponadto są 2 miejsca parkingowe tzw. zależne w garażu podziemnym (zakup obligatoryjny). BUDYNEK Apartament w nowym bloku z 2019 r. Z wejścia trafiamy do reprezentacyjnego hallu w ""marmurach"". Oczywiście jest i winda, i wideofon. LOKALIZACJA Promenady to jedna z najbardziej lubianych lokalizacji Wrocławia - blisko Centrum i 3 dużych uczelni. - Teren ogrodzony, za szlabanem wjazdowym. - Odsunięty od głównych ulic. - Do wrocławskiego Rynku zaledwie 2,7 km. - Tuż przy Odrze i bulwarach spacerowych. To wspaniałe miejsce do życia. DLA KOGO - Idealne dla rodziny 2+2. - Kup dla syna studenta (on dokooptuje 3 kolegów i z inwestycji będziesz miał 4500 zł / mc. dodatkowo). PLUSY Lokalizacja, Bezpieczeństwo, Komfort, Prestiż, Rekreacja. CENA 980 000 zł (+ dodatkowo 90 000 Podwójne miejsce parkingowe w Garażu + 30 000 komórka). Skontaktuj się telefonicznie. Pośrednikom serdecznie dziękuję.",mieszkania sprzedaż
368,3609742,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich-4-pokojowe-k2v4l4,ponad miesiąc temu,12.0,Wrocław Krzyki,ul. Powstańców Śląskich,Mieszkanie,4,64,True,zapytaj o cenę,,"64m2 4 pokoje loggia komórka Do negocjacji ! Jeżeli jesteś klientem gotówkowym napewno wynegocjujemy razem korzystną cene :) -sypialnia -sypialnia -sypialnia/gabinet (super do pracy zdalnej -salon z aneksem kuchennym (kuchnia Ikea 2 letnia, płyta, piekarnik itd..) -duża loggia ok 1,30x6 Powstańców Śl. Słoneczne, przestronne, dwustronne (dwie sypialnie i salon z super widokiem na starodrzewie od strony cichego podwórka). Bezpłatne miejsca parkingowe pod blokiem (dwa wjazdy zamykane na pilota), plac zabaw, siłownia, alejki spacerowe.. Okolica: Sky Tower, centra biznesowe (Centrum Południe , Midpoint)UE, Aldi, lokalny ryneczek, 15 min spacerkiem do Dworca Głównego i Wroclavii, przedszkola/szkoły (polskie i międzynarodowe) apteki, przychodnia POZ, punkty gastronomiczne. Idealne połączenie komunikacją miejską w zasadzie w każdy zakątek miasta. Super dla rodziny 2+2/ wynajem/ jako zakup dla studiującego dziecka. Spokojni sąsiedzi (mamy grupkę na Whatsup w naszej klatce;), ściany dylatacyjne dzięki czemu cicho. 1p. z windą, podjazd dla osób z niepełnosprawnościami, nowa instalacja przeciwpożarowa z drzwiami (w tym automatycznie otwieranymi). Mała komórka lokatorska. Mieszkanie przeszło generalny remont (nowe wylewki, gładzie, regipsy, panele, kafle, otwarcie salonu i nowy aneks kuchenny). Częściowo wykończona łazienka z WC i wiatrołap (na końcówce prac wykończeniowych) Mieszkanie robione pod siebie, ale doszedł nam dodatkowy domownik i szukamy czegoś większego :) Jeżeli nie odbieram, to proszę o sms- oddzwonię.",mieszkania sprzedaż
369,3609556,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-jelenia-3-pokojowe-k4j9p7,ponad miesiąc temu,6.0,Wrocław Fabryczna,ul. Jelenia,Mieszkanie,3,54,True,599 000,11 072zł / m²,"Lokal składa się z przestronnego, słonecznego salonu z balkonem, dwóch pokoi, oddzielnej kuchni, łazienki i oddzielnego WC oraz przedpokoju. Dodatkowo do mieszkania przynależy komórka lokatorska. Mieszkanie jest dwustronne, rozkładowe i bardzo ciepłe po termomodernizacji. Ogrzewanie i ciepła woda jest z sieci miejskiej. Piony wodne i kanalizacyjne po wymianie. Czynsz miesięczny w okolicach 700 zł. W pobliżu znajduje się Park Popowicki i Park Zachodni oraz szkoła, przedszkole, żłobek, sklepy i Galeria Handlowa Magnolia.",mieszkania sprzedaż
370,3608940,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowicka-3-pokojowe-e5x9k0,ponad miesiąc temu,9.0,Wrocław Krzyki,ul. Gajowicka,Mieszkanie,3,45,True,629 000,13 919zł / m²,"Sprzedam bezpośrednio bardzo ładne, jasne mieszkanie w centrum Wrocławia obok Sky Towera. Mieszkanie 45,19 m2 znajduje się na wysokim parterze I składa z pokoju z aneksem kuchennym, dwóch sypialni I łazienki z wc. Na przedpokoju wnęka na pojemną szafę. Mieszkanie przeszło remont generalny. Wszystkie instalacje tj. elektryczna i hydrauliczna zostały wymienione. Aneks kuchenny w pełni wyposażony, pozostałe pokoje do własnej aranżacji. Blok 4 piętrowy z lat 70-tych, wszystkie media miejskie, pełna własność z księgą wieczystą. Czynsz 450 zł za miesiąc. Do mieszkania przynależy piwnica. Wokół pełna infrastruktura, liczne sklepiki, punkty usługowe, do Sky Towera 300 m, do najbliższego przystanku tramwajowego ok 350 m, autobusowego 150 m. Cena 629 tyś. Nie współpracuję z biurami nieruchomości. Zapraszam do kontaktu bezpośredniego.",mieszkania sprzedaż
371,3607040,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-2-pokojowe-39-m2-z5e9z7,ponad miesiąc temu,10.0,Wrocław Śródmieście,,Mieszkanie,2,39,True,599 999,15 385zł / m²,"Na sprzedaż stylowe, jasne i przestronne mieszkanie 2-pokojowe w samym sercu Wrocławia - położone w bardzo dobrze skomunikowanej lokalizacji przy ul. Jedności Narodowej (pomiędzy ul. Bema a Słowiańską) na 4 piętrze w 6 piętrowej kamienicy. Na łącznej powierzchni 39 m2 znajduje się duży pokój, sypialnia, łazienka z WC , osobna kuchnia i przedpokój. Dodatkowo piwnica nie wliczane w metraż mieszkania. Ekspozycja okien na ulice , a nie wewnątrz budynku lub na sąsiadujące działki. Jest to bardzo istotne ,ponieważ wpływa to na nasłonecznienie i widok z okien. Ogrzewanie elektryczne za pomocą nowoczesnych i energooszczędnych sufitowych grzejników na podczerwień. Szczegóły ogłoszenia; Powierzchnia: 39 m² Liczba pokoi: 2 Rynek: wtórny Rodzaj zabudowy: kamienica Piętro: 4 Liczba pięter: 6 Materiał budynku: cegła Okna: plastikowe Forma własności: własność Dodatkowo piwnica Informacje dodatkowe: Domofon. Lokalizacja: Doskonałe połączenie komunikacyjne – przy budynku znajdują się przystanki tramwajowe i autobusowe. Blisko do pl. Grunwaldzkiego oraz do Rynku. Bardzo dobrze rozwinięta infrastruktura: liczne sklepy i punkty usługowe, kawiarnie i restauracje, apteki, przychodnie, szkoły (w tym szkoły wyższe), Bliskość parków i terenów rekreacyjnych, wszystko, co potrzebne do wygodnego funkcjonowania blisko centrum. Mieszkanie to jest idealną propozycją dla osób szukających klimatycznego mieszkania w świetnej lokalizacji lub pod inwestycję. Stan prawny: pełna własność Opłaty: Czynsz ok. 400 zł (przy 3 osobach). Gaz – wg zużycia ok. 30 zł/m-c Prąd – wg zużycia – poza sezonem grzewczym ok. 200 zł, w sezonie grzewczym ok. 400 zł Telefon do kontaktu: [numer] Ogłoszenie prywatne -bez pośredników Agentom nieruchomości dziękuję. Zapraszam na prezentację",mieszkania sprzedaż
372,3606736,https://adresowo.pl/o/mieszkanie-wroclaw-poludnie-ul-kamienna-2-pokojowe-v7j5b6,ponad miesiąc temu,4.0,Wrocław Południe,ul. Kamienna,Mieszkanie,2,37,True,499 999,13 513zł / m²,"Do sprzedania dla inwestora wynajęte dwupokojowe mieszkanie przy samym Uniwersytecie Ekonomicznym we Wrocławiu przy ul.Kamienna 21. Stan do remontu, wymiana okien na PCV ok 10 lat temu oraz podłoga panelowa.",mieszkania sprzedaż
373,3606014,https://adresowo.pl/o/mieszkanie-wroclaw-brochow-ul-semaforowa-2-pokojowe-r7f9k2,ponad miesiąc temu,20.0,Wrocław Brochów,ul. Semaforowa,Mieszkanie,2,52,True,765 000,14 712zł / m²,"Przestronne, jasne mieszkanie położone na 1 piętrze w zadbanym bloku. Składa się z salonu, sypialni, kuchni, łazienki. Świetna lokalizacja – blisko park brochowski , sklepy, szkoły i tereny zielone. Idealne dla rodziny lub pod inwestycję. Miejsce parkingowe spszedalane oddzielnie, cena 30000 zł",mieszkania sprzedaż
374,3604998,https://adresowo.pl/o/mieszkanie-wroclaw-plac-grunwaldzki-ul-ladna-2-pokojowe-t9k3h0,ponad miesiąc temu,11.0,Wrocław Plac Grunwaldzki,ul. Ładna,Mieszkanie,2,58,True,980 000,16 897zł / m²,"Bezpośrednio mieszkanie 5 min. od Politechniki Sprzedaż bezpośrednia. Rozkładowe mieszkanie o powierzchni 58 m² w budynku z lat '90, własnościowe, bez obciążeń. Dwa duże pokoje, spora kuchnia, wc i łazienka. Nowe drzwi wejściowe. Piętro 3 z 5 - jest winda. Dodatkowym atutem jest duża piwnica, balkon i wózkownia. Tylko 2 mieszkania na piętro. W przedpokoju szafa w zabudowie. Media miejskie, szlaban do parkingu na podwórku. Świetnie skomunikowana lokalizacja. 5 min. spacerkiem do Politechniki Wrocławskiej i Pasażu Grunwaldzkiego. 1. pokój – 18,30 m² 2. pokój – 17,27 m² 3. kuchnia – 9,90 m² 4. łazienka – 3,40 m² 5. toaleta – 1,42 m² 6. przedpokój – 7,77 m² Więcej zdjęć mogę przesłać na maila.",mieszkania sprzedaż
375,3604876,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-stanislawa-drabika-2-pokojowe-x6m5b8,ponad miesiąc temu,2.0,Wrocław Jagodno,ul. Stanisława Drabika,Mieszkanie,2,34,True,550 000,16 335zł / m²,"Mieszkanie w stanie deweloperskim do wykończenia z tarasem 22,95 na parterze od strony południowej. Parking podziemny miejsce w cenie.",mieszkania sprzedaż
376,3602532,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-al-armii-krajowej-2-pokojowe-y0n2v7,ponad miesiąc temu,8.0,Wrocław Krzyki,al. Armii Krajowej,Mieszkanie,2,53,True,750 000,14 205zł / m²,"Na sprzedaż 2-pokojowe mieszkanie, położone przy Al. Armii Krajowej o powierzchni 52,8 m², znajdujące się na trzecim, ostatnim piętrze w zadbanym i czystym budynku (blok o niskiej zabudowie). Mieszkanie cechuje się funkcjonalnym i przemyślanym układem, który zapewnia komfort i wygodę. Mieszkanie jest gotowe do zamieszkania od zaraz. Składa się z przestronnego salonu z aneksem kuchennym, sypialni, łazienki, przedpokoju oraz balkonu. Salon jest duży, umeblowany i w pełni ustawny. Kuchnia świeżo po remoncie, oferuje mnóstwo miejsca do przechowywania, wszystkie sprzęty wymieniono na nowe. Przedpokój z obszerną i bardzo pojemną szafą. Mieszkanie jest jasne i dobrze docieplone. Lokalizacja: budynek AB Centrum przy Al. Armii Krajowej, dzielnica Gaj we Wrocławiu . W okolicy znajdują się sklepy, restauracje, szkoły, przedszkola oraz tereny rekreacyjne. Szybki dojazd do centrum miasta oraz do terenów zielonych sprawiają, że to doskonałe miejsce do życia. Dla komfortu mieszkańców dostępny jest parking. Doskonale skomunikowany rejon, w pobliżu kilka opcji komunikacji miejskiej. Mieszkanie znajduje się na 3. piętrze budynku, w którym większość lokali przeznaczono na lokale biurowe (radcowie prawni, biura księgowe, itd.) i usługowe (restauracje, kawiarnia, apteka, księgarnia, poczta, ubezpieczenia, gabinet stomatologiczny, itd.). Praktycznie brak sąsiadów, po godzinie 16:00 cisza i spokój. Bardzo zadbana klatka schodowa. Mieszkanie minimalnym nakładem pieniężnym można przerobić na biuro. Dodatkowe informacje: • Czynsz: 760 zł miesięcznie • Mieszkanie dostępne od zaraz • Bezpośrednia sprzedaż od właściciela – brak prowizji dla kupującego • Klimatyzacja Zadzwoń i umów się na prezentację, aby osobiście przekonać się o zaletach tego wyjątkowego mieszkania. Pośredników zapraszam tylko z klientami. Zapraszam do kontaktu – Tomasz *Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66[1] Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmianie.",mieszkania sprzedaż
377,3604244,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-kazimierza-jagiellonczyka-5-pokojowe-s8c7m8,ponad miesiąc temu,1.0,Wrocław Śródmieście,ul. Kazimierza Jagiellończyka,Mieszkanie,5,94,True,910 000,9 681zł / m²,"Mieszkanie w centrum śródmieścia, bardzo bogato rozwinięta wszelka infrastruktura handlowo - usługowa, wszędzie blisko, wszystko na wyciągnięcie ręki, np. dworzec Nadodrze, komunikacja miejska, uniwersytet. Mieszkanie b.doświetlone, w centrum, a cisza i spokój, strona południowo-zachodnia",mieszkania sprzedaż
378,3600732,https://adresowo.pl/o/mieszkanie-wroclaw-karlowice-ul-mlynarska-4-pokojowe-t2a6i4,ponad miesiąc temu,19.0,Wrocław Karłowice,ul. Młynarska,Mieszkanie,4,93,True,1 450 000,15 595zł / m²,"Przestronny nowy apartament w odrestaurowanej Villi Rosa – wyjątkowe miejsce do życia, 3 km od centrum Wrocławia Główne zalety mieszkania: 1.	Przestronność – ponad 110 m² po podłodze (86,87 m² użytkowej) + komórka lokatorska 6,11 m² 2.	Lokalizacja – tylko 3 km od centrum Wrocławia, z doskonałą komunikacją tramwajową i autobusową 3.	Unikatowy klimat – ostatnie piętro odrestaurowanej, neobarokowej willi z 1916 roku 4.	Wysokie sufity (do 3,5 m) i duże przeszklenia – mnóstwo naturalnego światła 5.	Trzy strony świata – mieszkanie dobrze doświetlone: południe, wschód i zachód 6.	Funkcjonalny układ – 3 niezależne sypialnie, duży salon z jadalnią i aneksem kuchennym 7.	Dwie toalety – komfortowa łazienka oraz osobna toaleta 8.	Wykończenie wnętrz – nowoczesne, jasne tony; gotowe do umeblowania i wprowadzenia się 9.	Kameralność – tylko 8 mieszkań w budynku, co zapewnia spokój i prywatność 10.	Pięknie odrestaurowana klatka schodowa oraz stylowe detale architektoniczne 11.	Bezpieczeństwo – zamknięty i monitorowany teren 12.	Dwa miejsca postojowe – dostępne do zakupu, w tym jedno poszerzone i oddzielone od innych 13.	Dodatkowe udogodnienia – największa komórka lokatorska, rowerownia, wózkownia, pomieszczenie gospodarcze 14.	Pełna infrastruktura w okolicy – sklepy, szkoły, kawiarnie, centrum handlowe, usługi 15.	Bliskość terenów zielonych – dwa parki, wały nad Odrą, Las Osobowicki – idealne do rekreacji 16.	Świetny dojazd do obwodnicy i autostrady – szybki wyjazd z miasta",mieszkania sprzedaż
379,3599986,https://adresowo.pl/o/mieszkanie-wroclaw-maslice-ul-maslicka-3-pokojowe-x2c0c2,ponad miesiąc temu,16.0,Wrocław Maślice,ul. Maślicka,Mieszkanie,3,63,True,860 000,13 567zł / m²,"Szukasz przestronnego, jasnego mieszkania w spokojnej, zielonej okolicy, a jednocześnie z dobrym dojazdem do centrum i obwodnicy? Ta oferta może być właśnie dla Ciebie! Mam do zaoferowania 3-pokojowe mieszkanie o powierzchni 63,39 m², z dużym balkonem 8,9 m², położone przy ul. Maślickiej na wrocławskich Maślicach. Lokal znajduje się na 1. piętrze kameralnego, 2-piętrowego budynku. ROZKŁAD MIESZKANIA: • Salon z aneksem kuchennym - 30 m² Przestronny i jasny - pomieści wygodny zestaw wypoczynkowy dla ponad 5 osób, stolik kawowy oraz spory stół jadalniany dla 4-6 osób z możliwością rozłożenia. Aneks kuchenny zaprojektowany z myślą o funkcjonalności - dużo blatu roboczego, miejsce na sprzęty AGD. Przestrzeń do gotowania i spędzania czasu z rodziną. • 2 pokoje - po ok. 10 m² każdy Z szafami we wnękach, idealne na sypialnię, pokój dziecięcy lub gabinet. • Łazienka - 4,8 m² Duży brodzik i głęboka zabudowa mieszcząca pralkę i dająca wiele miejsca do przechowywania. • Przedpokój - 8,5 m² • Balkon - 8,9 m² Duża przestrzeń na relaks. ATUTY MIESZKANIA: • Przemyślany układ - funkcjonalne pomieszczenia. • Duży, komfortowy salon z jasnym aneksem kuchennym. • Mieszkanie jasne i ciepłe. • Ogólnodostępna rowerownia/wózkownia w budynku. • Spokojna, monitorowana okolica. • Miejsce postojowe w garażu podziemnym (zakup obligatoryjny - 40 000 zł). • Niska zabudowa, kameralna atmosfera. LOKALIZACJA - WSZYSTKO POD RĘKĄ: • Edukacja: przedszkola, żłobki, szkoły podstawowe. • Zakupy: N-Park, Lidl, Biedronka, BricoMarche, stacje paliw, myjnie samochodowe. • Aktywność: siłownia, ścieżki rowerowe, place zabaw. • Zieleń i relaks: Park Świetlików, Park Maślicki, wały nad Odrą, Las Pilczycki, kąpielisko Staw Królewiecki. • Dojazd: 5-10 minut do AOW. • Komunikacja miejska: dogodny dostęp do autobusów, linia tramwajowa w planach. To idealna propozycja dla rodzin, par, a także osób pracujących zdalnie, które szukają komfortu, przestrzeni i dobrej lokalizacji. Zapraszam do kontaktu oraz do oglądania. Oferta bezpośrednia - nie jesteśmy zainteresowani współpracą z pośrednikami.",mieszkania sprzedaż
